,restaurant_id,restaurant_name,restaurant_cuisine,restaurant_review_rating,restaurant_review_text
186,16768359,Manhattan Valley,Indian,0.0,"Taste, very good Price for .... Taste, very good Price for quantity, horrible.  We ordered take out, two dishes = $40  For $40 we receive..."
187,16768359,Manhattan Valley,Indian,0.0,"Not bad.. I was dating an Indian girl for a while, so I'm used to great Indian Food, and this place is as close to home cooked as it gets. T..."
188,16768359,Manhattan Valley,Indian,0.0,"Really enjoyed dinner. Food was very rich with flavors, following North Indian cuisine style. Seasoning was spot on and not too hot. Service..."
189,16759326,Amma,Indian,4.0,The best Indian food in NYC! The food was delicious and it literally took me back to India :') The staff was very friendly and attentive! I ...
190,16759326,Amma,Indian,2.5,My first impression as I walked in was how cramped it was. They had fitted tables in every space they could. We had the lunch menu which con...
191,16759326,Amma,Indian,4.5,"OMG! The best I have had in a long time! Very attentive staff, amazing food! I would go back in a heart beat. The paneer Kundan could be des..."
192,16759326,Amma,Indian,3.0,"Amma, means mother in Hindi which captures the essence of the food served at this Midtown Indian restaurant. Serving home-style Indian cuisi..."
193,16759326,Amma,Indian,4.5,Tried the tasting menu at this Indian restaurant. The food was outstanding.  The owners greeted us and spent some time discussing the cuisi...
194,16769539,The Kati Roll Company,Indian,3.5,It's simple and straight forward. The rolls are authentic and get the mix of spice and savory just right. The 10% NYU discount also helps. O...
195,16769539,The Kati Roll Company,Indian,4.5,The yummiest rolls that I've eaten and the taste remains the same all these years ...  My favs are Aloo Roll and Paneer Roll Spicy - which c...
196,16769539,The Kati Roll Company,Indian,2.5,"As a loyal customer for the past two years, Kathi rolls was a place that gave me some solace when I craved kolkata rolls desperately but did..."
197,16769539,The Kati Roll Company,Indian,3.5,Had a unda chicken roll and a mango lassi from here. The price is a little on the expensive side. The seating capacity is really small. Dece...
198,16769539,The Kati Roll Company,Indian,4.5,While Away from India and Dubai and being a vegeterian you get many options in Manhattan to eat but this fast food joint serving Kathi Rolls...
199,16784492,Ruchi Indian Cuisine,Indian,4.0,"Nice cozy restaurant  close to battery park food is ok and probably the only Indian food you will find in this area , if you are in the are..."
200,16784492,Ruchi Indian Cuisine,Indian,3.0,The food was just okay. Didn’t taste great. Can do much better... The place was very small and overcrowded. The folks could be more friend...
201,16784492,Ruchi Indian Cuisine,Indian,3.0,This restaurant is located near Trinity church. The chicken biryani we ordered was quite good. The same can't be said about the chilly chick...
202,16784492,Ruchi Indian Cuisine,Indian,4.0,"Craving for Indian food, we landed at this nice restaurant for dinner and it did satiate our taste buds!  From Rasam as a soup, to bhajiya ,..."
203,16784492,Ruchi Indian Cuisine,Indian,3.5,I had not eaten lunch and was very hungry after visiting statue of liberty. This was the closest indian restaurant from battery park. The pl...
204,16789333,Dosa Delight,Indian,5.0,The name Delight says it all. They have the largest vegetarian Indian menu in Jackson heights.  The aloo Gobi and Daal makhani were so tasty...
205,16789333,Dosa Delight,Indian,0.0,Excellent dosa place great chutneys  Reasonable price
206,16789333,Dosa Delight,Indian,0.0,Great Find. Imagine yourself lost in an area in Queens that is spotted with 'Pollo grills' and all you crave is some clean plant based fare....
207,16761344,Buddakan,"Chinese, Fusion, Asian",5.0,"We had a great experience! Amazing flavours, the waiter was so helpful and recommended excellent dishes. The dessert was to die for(forgot i..."
208,16761344,Buddakan,"Chinese, Fusion, Asian",5.0,"This restaurant has managed to keep its top quality throughout the years. Great atmosphere, great service and great food. We hope to be back..."
209,16761344,Buddakan,"Chinese, Fusion, Asian",5.0,Deliciously tasteful delights!!  And its ambience is uniquely Manhattan.  Elegantly presented Asian Fusion dishes Can't wait to get back t...
210,16761344,Buddakan,"Chinese, Fusion, Asian",5.0,Elegant restaurant with unique style. Loved the design and decoration. The ambiance is relaxing. Food is great and presented beautifully. Mu...
211,16761344,Buddakan,"Chinese, Fusion, Asian",4.5,Decoration is so cool! 🍹 Cocktails are tastelicious and the desert is a musttt!!  The waiters and the hostesses are friendly !  Tryyyy th...
212,16769041,Joe's Shanghai,Chinese,4.5,"Damn was this Chinese good. Succulent soup dumplings (best I've ever had), scallion pancakes, and the famous Shanghai noodles were the highl..."
213,16769041,Joe's Shanghai,Chinese,4.5,Long wait leads to outstanding food. A must go in Chinatown. First place I tried the soup dumplings. The entire menu needs to be flagged - s...
214,16769041,Joe's Shanghai,Chinese,3.5,"Pork Steam Buns Fried Pork Dumplings Kung Pao Chicken  Pan Fried Noodles with Beef  Originally located in Flushing, the Soup Dumplings such ..."
215,16769041,Joe's Shanghai,Chinese,4.0,"Now, there are a lot of Chinese food places claiming to be the best in NYC but this one has all the others beat! You go into the restaurant ..."
216,16769041,Joe's Shanghai,Chinese,4.5,"We were waiting for 20 min to get our seats and were sited with other people. It was a little surprising but we didn't mind, this place does..."
217,16779248,Tao,"Asian, Chinese",3.0,We went after seeing a broadway show for a late night bite. The orange chicken was the best I have ever had; it tasted authentic and amazing...
218,16779248,Tao,"Asian, Chinese",3.5,"Well, this place has all the bells and whistles and razzmatazz to make you feel you are at an chic , uber uppercut place. The decor and ambi..."
219,16779248,Tao,"Asian, Chinese",5.0,Increíble e inolvidable. Segunda vez que visito este restaurant y no deja de sorprenderme la calidad y los sabores que logran desarrollAr. ...
220,16779248,Tao,"Asian, Chinese",3.5,Okay Food. Had lunch here over the weekend. The brisket sandwich was good. I would return and order the brisket again. The ribs were okay. S...
221,16779248,Tao,"Asian, Chinese",4.0,"We made a booking for dinner for 2 people, were seated straight away and service was fantastic for the entire meal. We tried a variety of th..."
222,16787185,Baohaus,"Taiwanese, Chinese",4.0,I have wanted to try this place out since I saw it in a video produced by MUNCHIES on youtube. This place is owned and operated by Eddie Hua...
223,16787185,Baohaus,"Taiwanese, Chinese",5.0,My sister and I walked 20km ... yes 20km to go try this gem and we were not disappointed. We both have a love for Asian and this was a must ...
224,16787185,Baohaus,"Taiwanese, Chinese",3.0,The fried fish bao was very tasty and the pork (Chairman) bao was just okay. The pork was slightly dry and tough but the flavors were good. ...
225,16787185,Baohaus,"Taiwanese, Chinese",5.0,Eddie Huang is one of the coolest people in the food industry so when I planned my trip to New York coming here was at the top of my list. ...
226,16787185,Baohaus,"Taiwanese, Chinese",2.0,"When Baohaus first opened on East 14th Street, I frequented it often as I found the baos tasty. Not anymore. Recently the bao bun was dry an..."
227,16762904,Chinatown Ice Cream Factory,"Ice Cream, Chinese",4.5,"If you're looking for unusual yet delicious ice cream flavors, you've come to the right place. I tried the ginger flavor and it was love at ..."
228,16762904,Chinatown Ice Cream Factory,"Ice Cream, Chinese",3.5,"Bored with your usual rum and raisin ice cream or feeling adventurous this place has some great Asian flavor ice creams. Like durian, taro, ..."
229,16762904,Chinatown Ice Cream Factory,"Ice Cream, Chinese",4.5,"I highly recommended this place. Ice creams are super fresh, creamy and delicious. There are plenty of amazing chinese flavors. Try the blac..."
230,16762904,Chinatown Ice Cream Factory,"Ice Cream, Chinese",5.0,"The ice cream isn't that sweet like the other ice creams in the market, which makes it good.  It is also worth it's price. You can also tast..."
231,16762904,Chinatown Ice Cream Factory,"Ice Cream, Chinese",4.5,"Loved loved LOVED this small hole in the wall in Chinatown. They have tons of unique Asian flavours. So flavourful, creamy and delicious. I ..."
232,16781017,Wo Hop,Chinese,4.0,From the outside most of the restaurants in the neighborhood look the same. The only time when searching for a certain type food based on vo...
233,16781017,Wo Hop,Chinese,4.5,The wonton soup was life changing. The whole meal was flavorful and intense. Worth the stop for damn sure. I hear of spots like this and rar...
234,16781017,Wo Hop,Chinese,5.0,We were a party of nine. Everything we had was excellent. Everyone was happy. The steamed dumplings and duck chow fun were two of our favori...
235,16781017,Wo Hop,Chinese,5.0,"Honestly it's the best Chinese food I've ever had. I miss New York all the time and when I think of the food I miss the most, it's Wo Hop. I..."
236,16781017,Wo Hop,Chinese,0.0,"Wo Hop Mott Street Chinatown New York. I have been to Chinatown many times! Every time I go there I have to eat at Wo Hop! Great Food, price..."
237,16766972,Golden Unicorn,"Dim Sum, Cantonese, Chinese",3.5,"2nd best dim sum in new york.  Service could improve, but then again it could at any dim-sum place in china town.  If your coming on a weeke..."
238,16766972,Golden Unicorn,"Dim Sum, Cantonese, Chinese",3.5,"Ordered and picked almost everything coming through in front of our table. The old fashion way of serving dimsum: with carts. Hakau, siumay,..."
239,16766972,Golden Unicorn,"Dim Sum, Cantonese, Chinese",0.0,Decent Dim Sum & Shady Business Practices. The dim sum here is pretty decent if a little inconsistent but people should know about their bad...
240,16766972,Golden Unicorn,"Dim Sum, Cantonese, Chinese",0.0,"Dim Sum to die for! Service is great, plenty of choices, and each cart has a picture and title in English, which most servers speak. Every p..."
241,16766972,Golden Unicorn,"Dim Sum, Cantonese, Chinese",0.0,Dim sum!!!. We had quite a bit of a wait but the dim sum is well worth it.
242,16768965,Jing Fong,"Chinese, Dim Sum",4.5,You will need a cart to get you home after you’ve been here 😂😂. They keep coming at you with these irresistible steaming baskets. Yo...
243,16768965,Jing Fong,"Chinese, Dim Sum",3.5,"Dim sum this morning at Jing Fong was a dream come true. With three friends in tow, we ate our full and more. Located on Elizabeth Street in..."
244,16768965,Jing Fong,"Chinese, Dim Sum",4.0,My first real NYC dim sum experience. It was definitely memorable. My friend invited me to this place as recommended by his good friend. It ...
245,16768965,Jing Fong,"Chinese, Dim Sum",3.5,The dumplings were great especially all the red meat ones. Didn't savor the oyster thing which we had. The service time is well executed sin...
246,16768965,Jing Fong,"Chinese, Dim Sum",0.0,"What the Fong?!. We've never walked so far, to be so confused and dissapointed in a meal in our lives. The staff wasn't attentive or helpful..."
247,16773849,Nom Wah Tea Parlor,"Dim Sum, Chinese",5.0,One of the best dim sums I had in a long time. Everything tastes fresh to order.  All the seasoning was spot on. I didn't have one bad dish....
248,16773849,Nom Wah Tea Parlor,"Dim Sum, Chinese",4.5,"We found a hint to get here in one of useful online recommendations. I consider myself a fan of dim sum, but I never had that good food befo..."
249,16773849,Nom Wah Tea Parlor,"Dim Sum, Chinese",4.5,"Very unassuming, back alley location; operating since the 1920's. There was about a 15 minute wait in which we were asked to stand outside. ..."
250,16773849,Nom Wah Tea Parlor,"Dim Sum, Chinese",5.0,"Delicious breakfast!  Egg roll was superb!! House special dumplings, shrimp dim sum, stuffed eggplant.  All really good! Everything looked f..."
251,16773849,Nom Wah Tea Parlor,"Dim Sum, Chinese",5.0,"Everything we ordered was delicious scallion pancakes, soup dumplings, Sui Mai , sticky rice in lotus leaf"
252,16764694,Vanessa's Dumpling House,"Dim Sum, Chinese, Bubble Tea",4.0,Organized anarchy! Huge deletion of dumplings at a great price! Flavorful and tasty! Had it for late night eats and I was happy with it. If ...
253,16764694,Vanessa's Dumpling House,"Dim Sum, Chinese, Bubble Tea",4.0,The place has a reputation and no wonder it was already full around early lunchtime when I visited. I was planning to order some takeaway (l...
254,16764694,Vanessa's Dumpling House,"Dim Sum, Chinese, Bubble Tea",4.0,The menu was extensive and there were many great things to try. The dumplings were very cheap and good. We got basil and chicken boiled dump...
255,16764694,Vanessa's Dumpling House,"Dim Sum, Chinese, Bubble Tea",3.5,You know it's a good Chinese restaurant the waitress pick up a phone talking for 5 mins when I ordered my food. Service is like your Aunty s...
256,16764694,Vanessa's Dumpling House,"Dim Sum, Chinese, Bubble Tea",3.5,We were taken here by Famous Fat Dave on a walking tour of downtown Manhattan. He ordered the duck hoisin sauce 'pancakes'- which is more li...
257,16783261,Great N.Y. Noodletown,Chinese,3.0,Was looking for food after a night of drinking and came here because I heard about it and it was the only place that was open. Everyone says...
258,16783261,Great N.Y. Noodletown,Chinese,3.5,Great N.Y. Noodletowm is a corner restaurant on the Bowery near Bayard Street. Nothing much to look at from the outside and still less on th...
259,16783261,Great N.Y. Noodletown,Chinese,2.5,There's nothing great about Great NY Noodletown. Terrible service and nothing there looked clean (I wasn't expecting a nice and classy place...
260,16783261,Great N.Y. Noodletown,Chinese,3.5,"Everytime I go to this noodle place I finish the meal, I get the same feeling, I have to come back!!! The muscles noodle soup is great(not f..."
261,16783261,Great N.Y. Noodletown,Chinese,4.5,Wow what a great stop on our Famous Dave Food tour! He ordered salt fried shrimp- which was such a winner.  Loved the salty flavour - but we...
262,16790456,Tao Downtown,"Asian, Chinese, Sushi, Dim Sum",4.5,Whenever I have a friend coming to NY to visit me one of the place I like to take my guest is TAO. The restaurant’s design is amazing and ...
263,16790456,Tao Downtown,"Asian, Chinese, Sushi, Dim Sum",4.5,A high end restaurant. Always make a reservation but be prepared to wait and grab a drink (they're really good ) while your table gets ready...
264,16790456,Tao Downtown,"Asian, Chinese, Sushi, Dim Sum",5.0,This restaurant is amazing. Our friend recommended us to come here for our last fancy dining place and we made great decision by taking his ...
265,16790456,Tao Downtown,"Asian, Chinese, Sushi, Dim Sum",4.5,"The giant fortune cookie is a must! Food is good as it is at all Tao restaurants, but desserts are great! Atmosphere is cool and cocktails a..."
266,16790456,Tao Downtown,"Asian, Chinese, Sushi, Dim Sum",4.0,Tao was a great way for me to experience delicious foreign food. I was greeted happily by friendly wait staff. The people in the restaurant ...
267,16774900,Peking Duck House,Chinese,4.5,Probably the best peking duck you can find in North America. We've never been to New York City without a visit to this restaurant. Other dis...
268,16774900,Peking Duck House,Chinese,2.5,Service is very good here and they were able to accommodate our very large group at the last minute. We ordered the Peking Duck set which co...
269,16774900,Peking Duck House,Chinese,3.5,"Duck. Go here for the duck. And perhaps the Peking fried pork chops. The rest of the menu is standard 1980's issue Chinese food, some of it ..."
270,16774900,Peking Duck House,Chinese,0.0,"Far from the best. Duck is my favorite poultry, I will choose duck over any meat any day. Tried Peking Duck after seeing all the great revie..."
271,16774900,Peking Duck House,Chinese,0.0,Food was very good. Busy place so recommend reservations. Definitely would go back if in China Town.
272,16772850,Mooncake Foods,"Asian, Chinese, Vietnamese",4.0,"I had spring rolls which were outstanding, fresh and a great tasty sauce. Then I had the miso glazed salmon equally tasty, very nice food. T..."
273,16772850,Mooncake Foods,"Asian, Chinese, Vietnamese",0.0,Yum. Delicious food. fish tacos and meatball hero were amazing. ok service
274,16772850,Mooncake Foods,"Asian, Chinese, Vietnamese",0.0,"Grilled chicken with garlic lime was great. The place is quite unassuming and unpretentious and I like that, particularly in Soho where ther..."
275,16772850,Mooncake Foods,"Asian, Chinese, Vietnamese",0.0,So tasty and amazing I had.... So tasty and amazing  I had the crawfish dumplings and the miso salmon. Amazing
276,16772850,Mooncake Foods,"Asian, Chinese, Vietnamese",0.0,Tiny seating area Should have mentioned they only take cash on website. No atm in area. Excellent food. A+.
277,16760650,Big Wong,"Chinese, Cantonese",4.0,"Comida fantástica, muito saborosa e em doses enormes. Uma dose é mais que suficiente para duas pessoas. Acompanha com chá gratis que é s..."
278,16760650,Big Wong,"Chinese, Cantonese",0.0,The chicken and sweet corn soup was excellent! However the spring rolls were too greasy (they dripped grease) and the sweet and sour pork wa...
279,16760650,Big Wong,"Chinese, Cantonese",0.0,"The real deal. Having traveled in Asia, I can attest to the authenticity of the food and experience. If you're expecting an Americanized ver..."
280,16760650,Big Wong,"Chinese, Cantonese",0.0,"Ive been coming to this place for 10yrs every time I visit nyC. Go to this place for great, cheap& fast food. Don't expect friendly service ..."
281,16760650,Big Wong,"Chinese, Cantonese",0.0,Horrible experience...DO NOT EAT HERE!. This was the worst experience EVER! I would NOT recommend this place to anyone. I took 47 students t...
282,16777415,Shanghai Café,Chinese,4.5,Must visit place in New York! With delicious and served quickly food. Prices are also ok. Everyone can find something for itself. We didn't ...
283,16777415,Shanghai Café,Chinese,5.0,"Amazing shrimp fried rice and vegetable dim sum! This place was jam packed, service is fast, prices are very good. In the heart of China tow..."
284,16777415,Shanghai Café,Chinese,4.5,"My friend and I came here one night for dinner. We ordered two rounds of soup dumplings, scallion pancakes, lomein, rice cakes, and beer. Th..."
285,16777415,Shanghai Café,Chinese,1.0,"I spend too much time trying to decide where to spend my calorie count for the day, but based on the rating here, I decided that shanghai ca..."
286,16777415,Shanghai Café,Chinese,2.0,"Overall disappointing. The service was quick, Cold and blunt. I tried to order the braised noodles and was told very curtly that 'you don't ..."
287,16763419,Congee Village,"Chinese, Cantonese, Dim Sum",4.0,"A whole restaurant devoted to congee???  Yes PLEASE.  Sadly, as I found out it wasn't all devoted to congee. Instead, this divey Chinese tou..."
288,16763419,Congee Village,"Chinese, Cantonese, Dim Sum",2.5,Cheap and filling. I've never spent more than $20 here feeding two. Prices are ridiculous.  Congee is the chinese comfort food for me. When ...
289,16763419,Congee Village,"Chinese, Cantonese, Dim Sum",0.0,Worst Service Ever. Wow. Party of 16. Table for 8. I literally had to eat out of my lap. I've had authentic Cantonese before. This is as aut...
290,16763419,Congee Village,"Chinese, Cantonese, Dim Sum",0.0,"Delicious, loved it here! Best congee I've had, and other dishes on menu just as good. Almost exclusively Chinese customers, eat in & takeaw..."
291,16763419,Congee Village,"Chinese, Cantonese, Dim Sum",0.0,Best Chinese restaurant in Chinatown. The congee comes served in a clay pot still bubbling. Superb.
292,16769038,Joe's Shanghai Resturant,Chinese,3.0,"When you walk into the spartan digs of the flagship Joe’s Shanghai in Flushing, NY, it’s hard to imagine that there are outposts of this..."
293,16769038,Joe's Shanghai Resturant,Chinese,3.0,"context: I've dined here a few time for a casual Chinese meal.  pros: a few dishes, including decent soup dumplings neutral: just an average..."
294,16769038,Joe's Shanghai Resturant,Chinese,0.0,A bit of a wait but the service and the food make up for it. The soup dumplings are delicious!
295,16769038,Joe's Shanghai Resturant,Chinese,0.0,"Excellent dumplings, noodle soup. Nice atmosphere, great service, delicious food. I've been a once-a-week regular in Flushing for years but ..."
296,16769038,Joe's Shanghai Resturant,Chinese,0.0,"Worth the wait. I finally made it to Joe's and had about a 15 minute wait for a table, but it was no big deal. The place hums like a bee hiv..."
297,16779349,Tasty Hand-Pulled Noodles,Chinese,4.0,"Tucked away in Chinatown. Price was cheap and the food was yummy (especially the pan fried noodles)! The wonton soup noodles lacked flavour,..."
298,16779349,Tasty Hand-Pulled Noodles,Chinese,4.5,Probably the best noodles had so far and that soup is something to die for. Had the duck noodle soup. The duck was cooked perfectly and that...
299,16779349,Tasty Hand-Pulled Noodles,Chinese,0.0,Great Noodles and Soup!. I was here for a quick lunch... service was quick and no nonsense and I got my noodle soup quickly... in and out in...
300,16779349,Tasty Hand-Pulled Noodles,Chinese,0.0,Best noodle ever. After a huge disappointment at Nom Wah Tea Parlor we still had some space in our tummies because we left almost half of th...
301,16779349,Tasty Hand-Pulled Noodles,Chinese,0.0,Cold Day - but warm noodles. The noodles here are great Chinese comfort food.
302,16769039,Joe's Shanghai,"Chinese, Asian",4.0,"An inexpensive Chinese place in an area with plenty of offices around. Queues tend to be long around lunchtime, but I only had to wait aroun..."
303,16769039,Joe's Shanghai,"Chinese, Asian",3.0,I've never waited more then half an hr for a table in melbourne before because frankly i believe there are alot of good foodie places out th...
304,16769039,Joe's Shanghai,"Chinese, Asian",3.5,"Buena atención y comida rica,  no es para volverse loco, pero también es estilo distinto de este tipo de comida en casa país.  En este lo..."
305,16769039,Joe's Shanghai,"Chinese, Asian",4.5,Amazing selection of family style food. A fun place to be with friends as the ambiance is very nice. I will recommend and plan to dine here ...
306,16769039,Joe's Shanghai,"Chinese, Asian",4.0,"The place is a little bit chaotic but at lunch there wasn't a queue. We sat and order appetizer, very good Dumplings!, but after 5 minutes t..."
307,16776567,Rosa Mexicano,Mexican,3.5,"Hope this one was the right location, coz I visited 3 months ago :)  So we grabbed a quick dinner here on a weekday night with my SO's frien..."
308,16776567,Rosa Mexicano,Mexican,4.0,Swanky place!  Nice interiors.  The food was good not great but then again i only eat here during restaurant week.  Ive tried the one nea...
309,16776567,Rosa Mexicano,Mexican,2.5,"Rosa Mexicano was all about the ambiance. It's showy, it's touristy, it's impressive to look at. Immediately upon entering you see a large s..."
310,16776567,Rosa Mexicano,Mexican,4.0,"Guacamole in Rosa Mexicano is the best one I ever had, no doubt. In this location I also tried tacos with shrimp, which were very good. Basi..."
311,16776567,Rosa Mexicano,Mexican,4.5,"The best thing about this place is the variety of margaritas. They are amazing, especially the pomegranate margarita which was just flawless..."
312,16770236,La Esquina,Mexican,4.0,Been here a couple of times and this is a perfect place for some Mexican food in lower Manhattan. The food is tasty and the service is prett...
313,16770236,La Esquina,Mexican,4.5,MAKE A RESERVATION AND GET THERE ON TIME! Hands down the best tacos I've ever had and the underground venue really provides an exclusive fee...
314,16770236,La Esquina,Mexican,4.0,Delicious mexican food tacos are great to taste. Cosy place if you want to try a mexican food in Soho it is a good opportunity ;) 4 is well ...
315,16770236,La Esquina,Mexican,4.5,"My boyfriend, who lived in New York City for some time and worked in Nolita, took me here for dinner after we saw a show. It was a favorite ..."
316,16770236,La Esquina,Mexican,3.5,"Located in Soho, La Esquina has three different spaces - a café, tacqeria and a brasserie. Akhtar Nawab used to be the chef here and at tha..."
317,16758591,Toloache 50,Mexican,5.0,"Awesome ceviches, great service and terrific tequila/mescal menu. We thoroughly enjoyed our meal here. Best Mexican restaurant we've been to..."
318,16758591,Toloache 50,Mexican,3.5,Toloache 50 is hands down the best lunch spot financial district.  I am a fan of Mexican cuisine and this place out does themselves! If you ...
319,16758591,Toloache 50,Mexican,3.5,The place is good and the server gives good idea too when the eater is vegetarian Place to have Mexican and Italian food. One must visit thi...
320,16758591,Toloache 50,Mexican,4.5,"Came after attending a show at Radio City with my family. Food was good, service was excellent and the desert was absolutely delicious! Wait..."
321,16758591,Toloache 50,Mexican,3.0,"Buscando las delicias mexicanas intente en este lugar,  un ambiente bastante aburrido,  sin música y lejos del típico estilo que los carac..."
322,16776568,Rosa Mexicano,Mexican,5.0,"Beautiful place, and Margherita are soberb, with cocktails so nice and tastefully.the best guacamole and food so tasty, allot this in a nice..."
323,16776568,Rosa Mexicano,Mexican,2.5,"Given the expectations, this restaurant was a quite a disapponitment. The only things that save this place from the lowest score are the gua..."
324,16776568,Rosa Mexicano,Mexican,3.5,"I really liked the food here, the atmosphere is very warm and the prices are okay compared to the taste. I would go and recommend here to ev..."
325,16776568,Rosa Mexicano,Mexican,4.5,"ATMOSPHERE Very warm and spacious, one of the largest restaurants I've been to in Manhattan. You won't be brushing elbows with the person se..."
326,16776568,Rosa Mexicano,Mexican,4.0,Guacamole in Rosa Mexicano is the best one I ever ate. Love the way they prepare it and the taste. I also tried melted cheese appetizer (and...
327,16764568,Dos Caminos,Mexican,4.0,"Absolutely LOVED the food! The guacamole was sent from heaven, it wasn't too spicy nor too much lemony! The avocado was smooth and delicious..."
328,16764568,Dos Caminos,Mexican,4.5,"Deeliciiioussss! Looks like a ""hit"" place for the locals. The food is delicious and very fresh. Drinks are also very tasty. The service is a..."
329,16764568,Dos Caminos,Mexican,4.0,"Nice trendy and interesting interior, food was fresh and quite good, margarita was also very good.  Fun place with a cool vibe.  The only ..."
330,16764568,Dos Caminos,Mexican,0.0,"Went in for some drinks and stayed for dinner. Glad we did, the food was divine, the gucamole, salsa & corn chips was sensational. The marga..."
331,16764568,Dos Caminos,Mexican,0.0,"Ugh. Overpriced gringo style Mexican food. Overrated eatery. Very disappointed.  -----25 Jul, 2014----- Absolutely not. Outrageous fir th..."
332,16764569,Dos Caminos,Mexican,5.0,Some really good Mexican food! We were only 3 girls and we ordered half the menu! There's literally nothing that wasn't exceptional! The sal...
333,16764569,Dos Caminos,Mexican,4.5,"Delicious Mexican Resturant in  Manhattan East. Had to wait for a table, but was definitely worth it. We ordered tequilas while we waited. T..."
334,16764569,Dos Caminos,Mexican,2.5,Went there during lunch break: let's say all I did was wait for the food. It took too long to arrive and when it finally did it was not what...
335,16764569,Dos Caminos,Mexican,4.5,Stopped in for lunch. Food was delicious! I ordered the quesadillas and a pitcher of sangria. The perfect lunch. Service was a bit slow but ...
336,16764569,Dos Caminos,Mexican,0.0,"Tasty food!. We came for a late dinner and even then, it was filled with diners inside and out. It's has great ambience and spacious and I'm..."
337,16776566,Rosa Mexicano,Mexican,3.0,"The best part of my time here was the bar, it was exceptionally great! Their drinks are great and they are quite generous with their liquor...."
338,16776566,Rosa Mexicano,Mexican,4.0,"Best Pomegranate Margaritas and  some amazingly good food ...the table side Guacamole is fresh , nice and a treat to look at just being pr..."
339,16776566,Rosa Mexicano,Mexican,0.0,"Am I missing something??. Service was excellent, drinks were good but horrible food. Will never go back to this restaurant."
340,16776566,Rosa Mexicano,Mexican,0.0,"Quality up market mexican food. Being from Denver, I refused to eat Mexican while visiting New York City. My friends insisted we go to Rosa ..."
341,16776566,Rosa Mexicano,Mexican,0.0,*Fabulous*. Love the decor and love the food!! The staff was friendly and the atmosphere was cozy. My coworker and I sat upstairs where it w...
342,16765131,El Centro,Mexican,4.5,"There are not many restaurants where you have to comment on the decor first, but this place is in visual overload. Amazing. Service is very ..."
343,16765131,El Centro,Mexican,4.5,"Amazing atmosphere, super friendly staff! The food comes in great portions and I'm glad I chose what they were recommending (I don't remembe..."
344,16765131,El Centro,Mexican,4.5,"Wow, another fantastic Mexican experience in the States! Absolutely delicious corn on the cob (covered in cheese and spices) and very tasty ..."
345,16765131,El Centro,Mexican,4.5,Was a great place to try some authentic Mexican dishes . I loved the outdoor seating area as you are able to have a great view of the street...
346,16765131,El Centro,Mexican,3.5,We had a wait in the cold for a table but the food was soo goood. Cute place as well.   My favorites were the chorizo quesadilla and shrimp ...
347,16785284,Dos Caminos,Mexican,3.5,"A good place for a Mexican meal. The food is quite nice and the staff is very friendly and efficient. We had chicken quesadillas, and sweet ..."
348,16785284,Dos Caminos,Mexican,3.0,"Meh.  I loved the food, all one ounce of it.  Large guacamole was more like a small scoop of guacamole at Taco Bell.  Portion sizes must be ..."
349,16785284,Dos Caminos,Mexican,1.0,"We had a terrible experience at Dos Caminos. The food was fine, but the service was abominable. I should have gone with my gut and left afte..."
350,16785284,Dos Caminos,Mexican,1.0,Extremely bad service! We had to wait for more than 30 minutes for the waiter to come and get the order and another 45 minutes to have our f...
351,16785284,Dos Caminos,Mexican,4.0,"Good Mexican restaurant in the Meatpacking district. We enjoyed the meal. We had vegetarian tacos, plantain, corn on cob, beans.... These we..."
352,16764567,Dos Caminos,Mexican,4.5,"authentic mexican cravings for the day,satisfied! superb food and drinks-lots of choices from the menu great ambiance-loved the interiors fr..."
353,16764567,Dos Caminos,Mexican,5.0,"What a wonderful find this was. Authentic Mexican in Manhattan, no Tex-Mex here. The food is great and made to order. The server was good an..."
354,16764567,Dos Caminos,Mexican,4.5,A+ high-scale Mexican restaurant. Had 7 different types of margaritas to choose from amongst 50 (no-exaggeration) different types of tequila...
355,16764567,Dos Caminos,Mexican,5.0,By far best mexican food experience kn NewYork !!!! We ordered the mexican burger and a steak and let me tell u that the portions are hugeee...
356,16764567,Dos Caminos,Mexican,3.5,"""Hey Phil!"" My boss yells out from across the hall to my office. ""Let's go out to lunch for your birthday."" Sure, where you want to go? ""Let..."
357,16776485,Rocking Horse Café,Mexican,4.0,"I'd give the food alone a 4.5. Excellent chicken enchiladas, very generous serve of guacamole with very good subtle delicious flavors. The d..."
358,16776485,Rocking Horse Café,Mexican,4.0,"Excellent, unique Mexican food in a quaint but modern, bright Euro-style space. Portions are shareable and hearty. The chicken mole enchilad..."
359,16776485,Rocking Horse Café,Mexican,0.0,"Really good eggs!. Excellent brunch meal, and a very good mimosa. I ordered the Huevos Beneditos. which included incredible jalapeno hash b..."
360,16776485,Rocking Horse Café,Mexican,0.0,"We walked up and down 8th Ave looking for a place to grab a drink and dinner. The atmosphere here bubbled out onto the sidewalk, so we assum..."
361,16776485,Rocking Horse Café,Mexican,0.0,Lunchtime brilliance. For eight dollars the soup and burrito combo can't be beat. I would eat here again any time.
362,16784407,Cascabel Taqueria,"Mexican, Taco",0.0,"Bad Service, Noise Space and problems with their prices. Cascabel was great years ago, but now they have: Bad service,  Noise space,  Pro..."
